Time,Tide
2023/7/27 04:51,126
2023/7/27 11:19,-65
2023/7/27 17:51,121
2023/7/27 23:54,-14
2023/7/28 05:53,119
2023/7/28 12:23,-73
2023/7/28 19:08,130
2023/7/29 01:13,-7
2023/7/29 07:00,118
2023/7/29 13:27,-85
2023/7/29 20:19,145
2023/7/30 02:26,-9
2023/7/30 08:05,124
2023/7/30 14:29,-100
2023/7/30 21:20,162
2023/7/31 03:27,-16
2023/7/31 09:04,136
2023/7/31 15:26,-115
2023/7/31 22:12,178
2023/8/1 04:20,-25
2023/8/1 09:57,151
2023/8/1 16:19,-128
2023/8/1 22:59,190
2023/8/2 05:08,-35
2023/8/2 10:47,165
2023/8/2 17:09,-135
2023/8/2 23:42,197
2023/8/3 05:52,-47
2023/8/3 11:35,176
2023/8/3 17:58,-135
2023/8/4 00:24,200
2023/8/4 06:36,-60
2023/8/4 12:23,182
2023/8/4 18:45,-127
2023/8/5 01:05,197
2023/8/5 07:20,-72
2023/8/5 13:13,181
2023/8/5 19:33,-112
2023/8/6 01:48,190
2023/8/6 08:07,-81
2023/8/6 14:05,173
2023/8/6 20:23,-90
2023/8/7 02:32,177
2023/8/7 08:56,-85
2023/8/7 15:03,161
2023/8/7 21:16,-64
2023/8/8 03:21,161
2023/8/8 09:50,-84
2023/8/8 16:07,147
2023/8/8 22:16,-38
2023/8/9 04:16,143
2023/8/9 10:50,-79
2023/8/9 17:21,136
2023/8/9 23:28,-17
2023/8/10 05:19,126
2023/8/10 11:58,-75
2023/8/10 18:41,133
2023/8/11 00:49,-6
2023/8/11 06:31,116
2023/8/11 13:09,-75
2023/8/11 19:57,137
2023/8/12 02:06,-6
2023/8/12 07:42,114
2023/8/12 14:13,-80
2023/8/12 21:01,146
2023/8/13 03:08,-12
2023/8/13 08:42,119
2023/8/13 15:08,-87
2023/8/13 21:50,155
2023/8/14 03:57,-19
2023/8/14 09:31,127
2023/8/14 15:54,-93
2023/8/14 22:29,162
2023/8/15 04:36,-26
2023/8/15 10:12,135
2023/8/15 16:33,-99
2023/8/15 23:02,165
2023/8/16 05:08,-34
2023/8/16 10:47,143
2023/8/16 17:07,-102
2023/8/16 23:31,167
2023/8/17 05:36,-42
2023/8/17 11:20,149
2023/8/17 17:38,-102
2023/8/17 23:57,168
2023/8/18 06:03,-50
2023/8/18 11:50,153
2023/8/18 18:08,-100
2023/8/19 00:23,167
2023/8/19 06:29,-59
2023/8/19 12:21,155
2023/8/19 18:37,-94
2023/8/20 00:50,165
2023/8/20 06:57,-66
2023/8/20 12:54,154
2023/8/20 19:07,-85
2023/8/21 01:17,162
2023/8/21 07:28,-73
2023/8/21 13:29,151
2023/8/21 19:40,-73
2023/8/22 01:48,155
2023/8/22 08:03,-77
2023/8/22 14:10,145
2023/8/22 20:18,-58
2023/8/23 02:24,145
2023/8/23 08:44,-78
2023/8/23 14:59,136
2023/8/23 21:04,-39
2023/8/24 03:07,133
2023/8/24 09:32,-76
2023/8/24 15:59,127
2023/8/24 22:02,-19
2023/8/25 04:00,119
2023/8/25 10:33,-74
2023/8/25 17:16,122
2023/8/25 23:20,-3
2023/8/26 05:09,108
2023/8/26 11:45,-75
2023/8/26 18:42,127
2023/8/27 00:50,0
2023/8/27 06:31,107
2023/8/27 13:01,-84
2023/8/27 20:01,142
2023/8/28 02:09,-9
2023/8/28 07:49,119
2023/8/28 14:12,-100
2023/8/28 21:03,162
2023/8/29 03:11,-24
2023/8/29 08:52,139
2023/8/29 15:13,-117
2023/8/29 21:54,179
2023/8/30 04:02,-41
2023/8/30 09:46,161
2023/8/30 16:07,-129
2023/8/30 22:37,193
2023/8/31 04:47,-60
2023/8/31 10:35,180
2023/8/31 16:56,-134
2023/8/31 23:17,199
2023/9/1 05:28,-77
2023/9/1 11:22,193
2023/9/1 17:42,-130
2023/9/1 23:55,201
2023/9/2 06:09,-93
2023/9/2 12:07,197
2023/9/2 18:26,-118
2023/9/3 00:33,196
2023/9/3 06:50,-104
2023/9/3 12:54,193
2023/9/3 19:10,-100
2023/9/4 01:12,185
2023/9/4 07:32,-108
2023/9/4 13:43,181
2023/9/4 19:56,-76
2023/9/5 01:53,168
2023/9/5 08:18,-104
2023/9/5 14:36,164
2023/9/5 20:45,-50
2023/9/6 02:39,148
2023/9/6 09:08,-94
2023/9/6 15:37,144
2023/9/6 21:42,-25
2023/9/7 03:31,126
2023/9/7 10:07,-80
2023/9/7 16:49,128
2023/9/7 22:55,-5
2023/9/8 04:37,106
2023/9/8 11:18,-68
2023/9/8 18:12,121
2023/9/9 00:23,1
2023/9/9 05:58,96
2023/9/9 12:36,-64
2023/9/9 19:32,125
2023/9/10 01:43,-3
2023/9/10 07:19,98
2023/9/10 13:48,-69
2023/9/10 20:35,134
2023/9/11 02:44,-15
2023/9/11 08:23,109
2023/9/11 14:45,-78
2023/9/11 21:22,145
2023/9/12 03:30,-27
2023/9/12 09:12,123
2023/9/12 15:31,-87
2023/9/12 21:59,153
2023/9/13 04:07,-40
2023/9/13 09:52,136
2023/9/13 16:10,-94
2023/9/13 22:29,158
2023/9/14 04:37,-52
2023/9/14 10:26,147
2023/9/14 16:44,-97
2023/9/14 22:56,161
2023/9/15 05:04,-64
2023/9/15 10:58,155
2023/9/15 17:15,-97
2023/9/15 23:22,163
2023/9/16 05:30,-74
2023/9/16 11:28,161
2023/9/16 17:43,-94
2023/9/16 23:46,162
2023/9/17 05:55,-84
2023/9/17 11:58,163
2023/9/17 18:12,-87
2023/9/18 00:12,160
2023/9/18 06:22,-93
2023/9/18 12:29,162
2023/9/18 18:41,-78
